"ID","ClassID","SubclassID","Sound_Override_Subclassid","Material","DisplayInfoID","InventoryType","SheatheType"
"8085","4","4","-1","6","28402","7","0"
"8086","4","4","-1","6","28403","3","0"
"8087","15","0","-1","-1","9731","0","0"
"8088","4","4","-1","6","28395","6","0"
"8089","4","4","-1","6","28396","8","0"
"8090","4","4","-1","6","25829","9","0"
"8091","4","4","-1","6","28397","10","0"
"8092","4","4","-1","6","15340","1","0"
"8093","4","4","-1","6","25833","7","0"
"8094","4","4","-1","6","28394","5","0"
"8095","0","0","-1","-1","16325","0","0"
"8106","4","1","-1","7","16631","5","0"
"8107","4","1","-1","7","16634","8","0"
"8108","4","1","-1","7","16636","9","0"
"8109","4","1","-1","7","23107","16","0"
"8110","4","1","-1","7","16633","10","0"
"8111","4","1","-1","7","16637","3","0"
"8112","4","1","-1","7","16632","7","0"
"8113","4","1","-1","7","19901","20","0"
"8114","4","1","-1","7","21459","6","0"
"8115","4","1","-1","7","16638","1","0"
"8116","4","2","-1","8","16920","6","0"
"8117","4","2","-1","8","14701","8","0"
"8118","4","2","-1","8","14700","9","0"
"8119","4","2","-1","8","28737","5","0"
"8120","4","1","-1","7","23038","16","0"
"8121","4","2","-1","8","14698","10","0"
"8122","4","2","-1","8","21300","1","0"
"8123","4","2","-1","8","14697","7","0"
"8124","4","2","-1","8","14696","3","0"
"8125","4","3","-1","5","26103","9","0"
"8126","4","3","-1","5","26105","5","0"
"8127","4","1","-1","7","26118","16","0"
"8128","4","3","-1","5","26107","10","0"
"8129","4","3","-1","5","26108","6","0"
"8130","4","3","-1","5","26109","8","0"
"8131","4","3","-1","5","26115","1","0"
"8132","4","3","-1","5","26110","7","0"
"8133","4","3","-1","5","26114","3","0"
"8134","4","6","-1","1","26120","14","4"
"8135","4","6","-1","1","27339","14","4"
"8136","12","0","-1","-1","1438","0","0"
"8137","4","4","-1","6","27329","9","0"
"8138","4","4","-1","6","27330","5","0"
"8139","4","4","-1","6","27331","10","0"
"8140","4","4","-1","6","27332","6","0"
"8141","4","4","-1","6","27334","8","0"
"8142","4","4","-1","6","27338","1","0"
"8143","4","4","-1","6","27335","7","0"
"8144","4","4","-1","6","27336","3","0"
"8146","15","0","-1","1","3146","0","0"
"8147","15","1","-1","-1","16453","0","0"
"8148","15","1","-1","-1","9660","0","0"
"8149","12","0","-1","-1","16456","0","0"
"8150","7","6","-1","8","6396","0","0"
"8151","7","11","-1","8","1249","0","0"
"8152","7","11","-1","8","2533","0","0"
"8153","7","9","-1","7","7346","0","0"
"8154","7","6","-1","-1","2874","0","0"
"8155","12","0","-1","-1","16464","0","0"
"8156","4","4","-1","6","27345","9","0"
"8157","4","4","-1","6","27340","5","0"
"8158","4","4","-1","6","27341","10","0"
"8159","4","4","-1","6","27342","6","0"
"8160","4","4","-1","6","27343","8","0"
"8161","4","4","-1","6","27347","1","0"
"8162","4","4","-1","6","27344","7","0"
"8163","4","4","-1","6","27346","3","0"
"8164","0","8","-1","-1","1069","0","0"
"8165","7","6","-1","-1","22838","0","0"
"8166","15","0","-1","-1","4433","0","0"
"8167","7","6","-1","-1","21363","0","0"
"8168","7","6","-1","-1","19531","0","0"
"8169","7","6","-1","8","8952","0","0"
"8170","7","6","-1","8","16474","0","0"
"8171","7","6","-1","8","8794","0","0"
"8172","7","6","-1","8","7354","0","0"
"8173","0","6","-1","8","26389","0","0"
"8174","4","2","-1","8","17213","1","0"
"8175","4","2","-1","8","16482","5","0"
"8176","4","2","-1","8","16483","1","0"
"8177","2","8","10","2","18354","17","1"
"8178","2","8","-1","1","26591","17","1"
"8179","2","2","-1","2","18343","15","0"
"8180","2","2","-1","2","18350","15","0"
"8181","2","3","-1","1","20728","26","0"
"8182","2","3","-1","1","20741","26","0"
"8183","2","2","-1","2","18355","15","0"
"8184","2","19","-1","2","18346","26","0"
"8185","4","3","-1","5","16487","7","0"
"8186","2","19","-1","2","20851","26","0"
"8187","4","3","-1","5","16488","10","0"
"8188","2","3","-1","1","20735","26","0"
"8189","4","3","-1","5","11598","5","0"
"8190","2","7","-1","1","20081","13","3"
"8191","4","3","-1","5","16492","1","0"
"8192","4","2","-1","8","16497","3","0"
"8193","4","2","-1","8","17151","7","0"
"8194","2","4","-1","2","19721","13","3"
"8195","4","1","-1","7","23049","16","0"
"8196","2","7","-1","1","26572","13","3"
"8197","4","2","-1","8","16505","8","0"
"8198","4","3","-1","5","16506","9","0"
"8199","2","8","-1","1","18342","17","1"
"8200","4","2","-1","8","16508","20","0"
"8201","4","2","-1","8","25711","1","0"
"8202","4","2","-1","8","16510","7","0"
"8203","4","3","-1","5","16513","5","0"
"8204","4","3","-1","5","16515","10","0"
"8205","4","3","-1","5","16516","9","0"
"8206","4","3","-1","5","16517","7","0"
"8207","4","3","-1","5","16519","3","0"
"8208","4","3","-1","5","16520","1","0"
"8209","4","3","-1","5","16521","8","0"
"8210","4","2","-1","8","25691","3","0"
"8211","4","2","-1","8","25689","5","0"
"8212","4","2","-1","8","18935","7","0"
"8213","4","2","-1","8","4389","8","0"
"8214","4","2","-1","8","25693","1","0"
"8215","4","1","-1","7","23081","16","0"
"8216","4","1","-1","7","24297","16","0"
"8217","11","2","-1","8","21331","18","0"
"8218","11","3","-1","8","1281","18","0"
"8223","2","7","-1","1","20073","13","3"
"8224","2","7","-1","1","22232","13","3"
"8225","2","7","-1","1","20076","13","3"
"8226","2","7","-1","1","16539","13","3"
"8243","0","5","-1","0","16547","0","0"
"8244","12","0","-1","-1","18704","0","0"
"8245","4","1","-1","7","17211","5","0"
"8246","4","1","-1","7","16766","8","0"
"8247","4","1","-1","7","17229","9","0"
"8248","4","1","-1","7","17238","16","0"
"8249","4","1","-1","7","17216","10","0"
"8250","4","1","-1","7","17234","3","0"
"8251","4","1","-1","7","16764","7","0"
"8252","4","1","-1","7","17236","20","0"
"8253","4","1","-1","7","17228","6","0"
"8254","4","1","-1","7","18728","1","0"
"8255","4","2","-1","8","15411","6","0"
"8256","4","2","-1","8","17258","8","0"
"8257","4","2","-1","8","17259","9","0"
"8258","4","2","-1","8","18470","5","0"
"8259","4","1","-1","7","23063","16","0"
"8260","4","2","-1","8","17263","10","0"
"8261","4","2","-1","8","17321","1","0"
"8262","4","2","-1","8","17265","7","0"
"8263","4","2","-1","8","17267","3","0"
"8264","4","3","-1","5","28451","9","0"
"8265","4","3","-1","5","26204","5","0"
"8266","4","1","-1","7","26228","16","0"
"8267","4","3","-1","5","28726","10","0"
"8268","4","3","-1","5","26210","6","0"
"8269","4","3","-1","5","28667","8","0"
"8270","4","3","-1","5","26220","1","0"
"8271","4","3","-1","5","21694","7","0"
"8272","4","3","-1","5","26217","3","0"
"8273","4","4","-1","6","27373","9","0"
"8274","4","4","-1","6","27372","5","0"
"8275","4","6","-1","1","26232","14","4"
"8276","4","4","-1","6","27374","10","0"
"8277","4","4","-1","6","27375","6","0"
"8278","4","4","-1","6","27376","8","0"
"8279","4","4","-1","6","27379","1","0"
"8280","4","4","-1","6","27377","7","0"
"8281","4","4","-1","6","27378","3","0"
"8282","4","6","-1","1","18790","14","4"
"8283","4","1","-1","7","17251","5","0"
"8284","4","1","-1","7","17256","8","0"
"8285","4","1","-1","7","17262","9","0"
"8286","4","1","-1","7","13984","16","0"
"8287","4","1","-1","7","17255","10","0"
"8288","4","1","-1","7","17271","3","0"
"8289","4","1","-1","7","17252","7","0"
"8290","4","1","-1","7","17276","20","0"
"8291","4","1","-1","7","17261","6","0"
"8292","4","1","-1","7","17274","1","0"
"8293","4","2","-1","8","17318","6","0"
"8294","4","2","-1","8","17317","8","0"
"8295","4","2","-1","8","17316","9","0"
"8296","4","2","-1","8","17312","5","0"
"8297","4","1","-1","7","23066","16","0"
"8298","4","2","-1","8","17314","10","0"
"8299","4","2","-1","8","17269","1","0"
"8300","4","2","-1","8","17313","7","0"
"8301","4","2","-1","8","17319","3","0"
"8302","4","3","-1","5","26313","9","0"
"8303","4","3","-1","5","26314","5","0"
"8304","4","1","-1","7","26323","16","0"
"8305","4","3","-1","5","26316","10","0"
"8306","4","3","-1","5","26312","6","0"
"8307","4","3","-1","5","26310","8","0"
"8308","4","3","-1","5","26315","1","0"
"8309","4","3","-1","5","26317","7","0"
"8310","4","3","-1","5","26321","3","0"
"8311","4","4","-1","6","27394","9","0"
"8312","4","4","-1","6","27389","5","0"
"8313","4","6","-1","1","26324","14","4"
"8314","4","4","-1","6","27390","10","0"
"8315","4","4","-1","6","27391","6","0"
"8316","4","4","-1","6","27392","8","0"
"8317","4","4","-1","6","27395","1","0"
"8318","4","4","-1","6","27393","7","0"
"8319","4","4","-1","6","27396","3","0"
"8320","4","6","-1","1","27571","14","4"
"8323","12","0","-1","0","16598","0","0"
"8343","7","5","-1","8","12105","0","0"
"8344","12","0","-1","-1","16464","0","0"
"8345","4","2","-1","8","45176","1","0"
"8346","4","2","-1","8","16678","10","0"
"8347","4","3","-1","5","16731","10","0"
"8348","4","2","-1","8","17226","1","0"
"8349","4","2","-1","8","8660","5","0"
"8350","4","0","-1","5","224","11","1"
"8363","12","0","-1","-1","16456","0","0"
"8364","0","5","-1","-1","1208","0","0"
"8365","7","8","-1","-1","1208","0","0"
"8366","15","4","-1","-1","1208","0","0"
"8367","4","3","-1","5","16729","5","0"
"8368","15","0","-1","8","21470","0","0"
"8383","15","0","-1","-1","7798","0","0"
"8384","9","1","-1","-1","1102","0","0"
"8385","9","1","-1","-1","1102","0","0"
"8386","9","1","-1","-1","15274","0","0"
"8387","9","1","-1","-1","15274","0","0"
"8388","9","1","-1","-1","1102","0","0"
"8389","9","1","-1","-1","15274","0","0"
"8390","9","1","-1","-1","15274","0","0"
"8391","12","0","-1","-1","1116","0","0"
"8392","12","0","-1","-1","1438","0","0"
"8393","12","0","-1","-1","16776","0","0"
"8394","12","0","-1","-1","10923","0","0"
"8395","9","1","-1","-1","15274","0","0"
"8396","12","0","-1","-1","3759","0","0"
"8397","9","1","-1","-1","15274","0","0"
"8398","9","1","-1","-1","15274","0","0"
"8399","9","1","-1","-1","15274","0","0"
"8400","9","1","-1","-1","15274","0","0"
"8401","9","1","-1","-1","15274","0","0"
"8402","9","1","-1","-1","15274","0","0"
"8403","9","1","-1","-1","1102","0","0"
"8404","9","1","-1","-1","1102","0","0"
"8405","9","1","-1","-1","1102","0","0"
"8406","9","1","-1","-1","1102","0","0"
"8407","9","1","-1","-1","1102","0","0"
"8408","9","1","-1","-1","1102","0","0"
"8409","9","1","-1","-1","1102","0","0"
"8410","0","0","-1","-1","16801","0","0"
"8411","0","0","-1","-1","18114","0","0"
"8412","0","0","-1","-1","16803","0","0"
"8423","0","0","-1","-1","16836","0","0"
"8424","0","0","-1","-1","16837","0","0"
"8425","15","0","-1","-1","6703","0","0"
"8426","15","0","-1","-1","19570","0","0"
"8427","15","0","-1","-1","16860","0","0"
"8428","12","0","-1","-1","16861","0","0"
"8429","15","0","-1","-1","6703","0","0"
"8430","15","0","-1","-1","57625","0","0"
"8431","12","0","-1","-1","7403","0","0"
"8432","0","0","-1","-1","16325","0","0"
"8443","12","0","-1","-1","18725","0","0"
"8444","0","8","-1","0","7737","0","0"
"8463","12","0","-1","-1","16161","0","0"
"8483","12","0","-1","-1","18085","0","0"
"8484","15","0","-1","-1","18574","0","0"
"8485","15","2","-1","-1","20629","0","0"
"8486","15","2","-1","-1","20629","0","0"
"8487","15","2","-1","-1","20629","0","0"
"8488","15","2","-1","-1","20629","0","0"
"8489","15","2","-1","-1","20629","0","0"
"8490","15","2","-1","-1","20629","0","0"
"8491","15","2","-1","-1","20629","0","0"
"8492","15","2","-1","-1","17292","0","0"
"8493","0","8","-1","-1","17288","0","0"
"8494","15","2","-1","-1","17292","0","0"
"8495","15","2","-1","-1","17292","0","0"
"8496","15","2","-1","-1","17292","0","0"
"8497","15","2","-1","-1","17284","0","0"
"8498","15","2","-1","-1","44666","0","0"
"8499","15","2","-1","-1","20655","0","0"
"8500","15","2","-1","-1","19091","0","0"
"8501","15","2","-1","-1","19091","0","0"
"8502","15","0","-1","1","12333","0","0"
"8503","15","0","-1","1","12333","0","0"
"8504","15","0","-1","1","12334","0","0"
"8505","15","0","-1","1","12334","0","0"
"8506","15","0","-1","1","17329","0","0"
"8507","15","0","-1","1","17329","0","0"
"8508","15","0","-1","2","11863","0","0"
"8523","12","0","-1","-1","2592","0","0"
"8524","12","0","-1","-1","14993","0","0"
"8525","12","0","-1","-1","7798","0","0"
"8526","12","0","-1","-1","17391","0","0"
"8527","12","0","-1","-1","2592","0","0"
"8528","12","0","-1","-1","17397","0","0"
"8529","0","2","-1","-1","17403","0","0"
"8543","0","5","-1","-1","15851","0","0"
"8544","0","7","-1","7","17457","0","0"
"8545","0","7","-1","7","17458","0","0"
"8546","0","8","-1","-1","6412","0","0"
"8547","9","7","-1","-1","6270","0","0"
"8548","0","0","-1","-1","17461","0","0"
"8563","15","5","-1","4","17785","0","0"
"8564","12","0","-1","-1","18047","0","0"
"8583","15","0","-1","-1","17786","0","0"
"8584","12","0","-1","-1","18717","0","0"
"8585","12","0","-1","-1","15718","0","0"
"8586","15","5","-1","4","17494","0","0"
"8587","12","0","-1","-1","18723","0","0"
"8588","15","5","-1","4","17494","0","0"
"8589","15","0","-1","-1","17494","0","0"
"8590","15","0","-1","-1","17494","0","0"
"8591","15","5","-1","4","17494","0","0"
"8592","15","5","-1","4","17494","0","0"
"8593","12","0","-1","-1","14326","0","0"
"8594","12","0","-1","-1","7695","0","0"
"8595","15","5","-1","4","17785","0","0"
"8603","12","0","-1","-1","15734","0","0"
"8623","12","0","-1","-1","18632","0","0"
"8624","4","0","-1","2","17599","23","0"
"8625","4","0","-1","2","17600","23","0"
"8626","4","0","-1","2","17602","23","0"
"8627","15","0","-1","-1","17606","0","0"
"8628","15","0","-1","4","17606","0","0"
"8629","15","5","-1","4","17606","0","0"
"8630","15","0","-1","-1","17607","0","0"
"8631","15","5","-1","4","17608","0","0"
"8632","15","5","-1","4","17608","0","0"
"8633","15","0","-1","-1","17607","0","0"
"8643","12","0","-1","-1","18050","0","0"
"8644","12","0","-1","-1","18050","0","0"
"8645","12","0","-1","-1","18049","0","0"
"8646","12","0","-1","-1","18049","0","0"
"8647","12","0","-1","2","12331","0","0"
"8663","12","0","-1","-1","17655","12","0"
"8683","12","0","-1","4","6410","0","0"
"8684","12","0","-1","-1","18079","0","0"
"8685","12","0","-1","-1","8381","0","0"
"8686","12","0","-1","-1","17685","0","0"
"8687","12","0","-1","-1","7744","0","0"
"8688","4","0","-1","1","6511","12","0"
"8703","12","0","-1","-1","17776","12","0"
"8704","12","0","-1","-1","18632","0","0"
"8705","12","0","-1","-1","18632","0","0"
"8706","12","0","-1","-1","7841","0","0"
"8707","12","0","-1","-1","8923","0","0"
"8708","2","4","-1","2","17788","13","3"
"8723","12","0","-1","-1","3918","0","0"
"8724","12","0","-1","-1","17809","0","0"
"8743","9","0","-1","-1","1317","0","0"
"8744","9","0","-1","-1","1317","0","0"
"8745","9","0","-1","-1","1317","0","0"
"8746","4","1","-1","7","18416","1","0"
"8747","4","2","-1","8","21298","1","0"
"8748","4","3","-1","5","28389","1","0"
"8749","4","1","-1","7","18414","1","0"
"8750","4","2","-1","8","21312","1","0"
"8751","4","3","-1","5","28393","1","0"
"8752","4","3","-1","5","28391","1","0"
"8753","4","2","-1","8","18418","1","0"
"8754","4","1","-1","7","18422","1","0"
"8755","4","4","-1","5","28847","1","0"
"8756","9","0","-1","-1","1317","0","0"
"8757","9","0","-1","-1","1317","0","0"
"8758","9","0","-1","-1","1317","0","0"
"8759","9","0","-1","-1","1317","0","0"
"8760","9","0","-1","-1","1317","0","0"
"8761","9","0","-1","-1","1317","0","0"
"8762","9","0","-1","-1","1317","0","0"
"8763","9","0","-1","-1","1317","0","0"
"8764","9","0","-1","-1","1317","0","0"
"8765","9","0","-1","-1","1317","0","0"
"8766","0","5","-1","7","926","0","0"
"8767","9","0","-1","-1","1317","0","0"
"8768","9","0","-1","-1","1317","0","0"
"8769","9","0","-1","-1","1317","0","0"
"8770","9","0","-1","-1","1317","0","0"
"8771","9","0","-1","-1","1317","0","0"
"8772","9","0","-1","-1","1317","0","0"
"8773","9","0","-1","-1","1317","0","0"
"8774","9","0","-1","-1","1317","0","0"
"8775","9","0","-1","-1","1317","0","0"
"8776","9","0","-1","-1","1317","0","0"
"8777","9","0","-1","-1","1317","0","0"
"8778","9","0","-1","-1","1317","0","0"
"8779","9","0","-1","-1","1317","0","0"
"8780","9","0","-1","-1","1317","0","0"
"8781","9","0","-1","-1","1317","0","0"
"8782","9","0","-1","-1","1317","0","0"
"8783","9","0","-1","-1","1317","0","0"
"8784","9","0","-1","-1","1317","0","0"
"8785","9","0","-1","-1","1317","0","0"
"8786","9","0","-1","-1","1317","0","0"
"8787","9","0","-1","-1","1317","0","0"
"8788","9","0","-1","-1","1317","0","0"
"8789","9","0","-1","-1","1317","0","0"
"8790","9","0","-1","-1","1317","0","0"
"8791","9","0","-1","-1","1317","0","0"
"8792","9","0","-1","-1","1317","0","0"
"8793","9","0","-1","-1","1317","0","0"
"8794","9","0","-1","-1","1317","0","0"
"8795","9","0","-1","-1","1317","0","0"
"8796","9","0","-1","-1","1317","0","0"
"8797","9","0","-1","-1","1317","0","0"
"8798","9","0","-1","-1","1317","0","0"
"8799","9","0","-1","-1","1317","0","0"
"8800","9","0","-1","-1","1317","0","0"
"8801","9","0","-1","-1","1317","0","0"
"8802","9","0","-1","-1","1103","0","0"
"8803","9","0","-1","-1","1103","0","0"
"8804","9","0","-1","-1","1103","0","0"
"8805","9","0","-1","-1","1103","0","0"
"8806","9","0","-1","-1","1103","0","0"
"8807","9","0","-1","-1","1103","0","0"
"8808","9","0","-1","-1","1103","0","0"
"8809","9","0","-1","-1","1103","0","0"
"8810","9","0","-1","-1","1103","0","0"
"8811","9","0","-1","-1","1103","0","0"
"8812","9","0","-1","-1","1103","0","0"
"8813","9","0","-1","-1","1103","0","0"
"8814","9","0","-1","-1","1103","0","0"
"8815","9","0","-1","-1","1103","0","0"
"8816","9","0","-1","-1","1103","0","0"
"8817","9","0","-1","-1","1103","0","0"
"8818","9","0","-1","-1","1103","0","0"
"8819","9","0","-1","-1","1103","0","0"
"8820","9","0","-1","-1","1103","0","0"
"8821","9","0","-1","-1","1103","0","0"
"8822","9","0","-1","-1","1103","0","0"
"8823","9","0","-1","-1","1103","0","0"
"8824","9","0","-1","-1","1103","0","0"
"8825","9","0","-1","-1","1103","0","0"
"8826","9","0","-1","-1","1103","0","0"
"8827","0","2","-1","3","48394","0","0"
"8828","9","0","-1","-1","1103","0","0"
"8829","9","0","-1","-1","1103","0","0"
"8830","9","0","-1","-1","1103","0","0"
"8831","7","9","-1","7","19493","0","0"
"8832","9","0","-1","-1","1103","0","0"
"8833","9","0","-1","-1","1103","0","0"
"8834","9","0","-1","-1","1103","0","0"
"8835","9","0","-1","-1","1103","0","0"
"8836","7","9","-1","7","19498","0","0"
"8837","9","0","-1","-1","1103","0","0"
"8838","7","9","-1","7","19492","0","0"
"8839","7","9","-1","7","19496","0","0"
"8840","9","0","-1","-1","1103","0","0"
"8841","9","0","-1","-1","1103","0","0"
"8842","9","0","-1","-1","1103","0","0"
"8843","9","0","-1","-1","1103","0","0"
"8844","9","0","-1","-1","1103","0","0"
"8845","7","9","-1","7","17871","0","0"
"8846","7","9","-1","7","19494","0","0"
"8847","9","0","-1","-1","1103","0","0"
"8848","9","0","-1","-1","1103","0","0"
"8849","9","0","-1","-1","1103","0","0"
"8850","9","0","-1","-1","1103","0","0"
"8851","9","0","-1","-1","1103","0","0"
"8852","9","0","-1","-1","1103","0","0"
"8853","9","0","-1","-1","1103","0","0"
"8854","9","0","-1","-1","1103","0","0"
"8855","9","0","-1","-1","1103","0","0"
"8856","9","0","-1","-1","1103","0","0"
"8857","9","0","-1","-1","1103","0","0"
"8858","9","0","-1","-1","1103","0","0"
"8859","9","0","-1","-1","1103","0","0"
"8860","9","0","-1","-1","1103","0","0"
"8861","9","0","-1","-1","1103","0","0"
"8862","9","0","-1","-1","1103","0","0"
"8863","9","0","-1","-1","1103","0","0"
"8864","9","0","-1","-1","1103","0","0"
"8865","9","0","-1","-1","1103","0","0"
"8866","9","0","-1","-1","1103","0","0"
"8867","9","0","-1","-1","1103","0","0"
"8868","9","0","-1","-1","1103","0","0"
"8869","9","0","-1","-1","1103","0","0"
"8870","9","0","-1","-1","1103","0","0"
"8871","9","0","-1","-1","1103","0","0"
"8872","9","0","-1","-1","1103","0","0"
"8873","9","0","-1","-1","1103","0","0"
"8874","9","0","-1","-1","1103","0","0"
"8875","9","0","-1","-1","1103","0","0"
"8876","9","0","-1","-1","1103","0","0"
"8877","9","0","-1","-1","1103","0","0"
"8878","9","0","-1","-1","1103","0","0"
"8879","9","0","-1","-1","1103","0","0"
"8880","9","0","-1","-1","1103","0","0"
"8881","9","0","-1","-1","1103","0","0"
"8882","9","0","-1","-1","1103","0","0"
"8883","9","0","-1","-1","1103","0","0"
"8884","9","0","-1","-1","1103","0","0"
"8885","9","0","-1","-1","1103","0","0"
"8886","9","0","-1","-1","1103","0","0"
"8887","9","0","-1","-1","1103","0","0"
"8888","9","0","-1","-1","1103","0","0"
"8889","9","0","-1","-1","1103","0","0"
"8890","9","0","-1","-1","1103","0","0"
"8891","9","0","-1","-1","1103","0","0"
"8892","9","0","-1","-1","1103","0","0"
"8893","9","0","-1","-1","1103","0","0"
"8894","9","0","-1","-1","1103","0","0"
"8895","9","0","-1","-1","1103","0","0"
"8896","9","0","-1","-1","1103","0","0"
"8897","9","0","-1","-1","1103","0","0"
"8898","9","0","-1","-1","1103","0","0"
"8899","9","0","-1","-1","1103","0","0"
"8900","9","0","-1","-1","1317","0","0"
"8901","9","0","-1","-1","1317","0","0"
"8902","9","0","-1","-1","1317","0","0"
"8903","9","0","-1","-1","1317","0","0"
"8904","9","0","-1","-1","1317","0","0"
"8905","9","0","-1","-1","1317","0","0"
"8906","9","0","-1","-1","1317","0","0"
"8907","9","0","-1","-1","1317","0","0"
"8908","9","0","-1","-1","1155","0","0"
"8909","9","0","-1","-1","1155","0","0"
"8910","9","0","-1","-1","1155","0","0"
"8911","9","0","-1","-1","1155","0","0"
"8912","9","0","-1","-1","1155","0","0"
"8913","9","0","-1","-1","1155","0","0"
"8914","9","0","-1","-1","1155","0","0"
"8915","9","0","-1","-1","1155","0","0"
"8916","9","0","-1","-1","1155","0","0"
"8917","9","0","-1","-1","1155","0","0"
"8918","9","0","-1","-1","1155","0","0"
"8919","9","0","-1","-1","1155","0","0"
"8920","9","0","-1","-1","1155","0","0"
"8921","9","0","-1","-1","1155","0","0"
"8922","9","0","-1","-1","1155","0","0"
"8923","15","0","-1","7","1288","0","0"
"8924","15","0","-1","7","6379","0","0"
"8925","7","11","-1","3","51756","0","0"
"8926","0","8","-1","3","13710","0","0"
"8927","0","8","-1","3","13710","0","0"
"8928","0","8","-1","3","13710","0","0"
"8929","9","0","-1","-1","1155","0","0"
"8930","9","0","-1","-1","1155","0","0"
"8931","9","0","-1","-1","1155","0","0"
"8932","0","5","-1","-1","21906","0","0"
"8933","9","0","-1","-1","1155","0","0"
"8934","9","0","-1","-1","1155","0","0"
"8935","9","0","-1","-1","1155","0","0"
"8936","9","0","-1","-1","1155","0","0"
"8937","9","0","-1","-1","1155","0","0"
"8938","9","0","-1","-1","1155","0","0"
"8939","9","0","-1","-1","1155","0","0"
"8940","9","0","-1","-1","1155","0","0"
"8941","9","0","-1","-1","1155","0","0"
"8942","9","0","-1","-1","1155","0","0"
"8943","9","0","-1","-1","1155","0","0"
"8944","9","0","-1","-1","1155","0","0"
"8945","9","0","-1","-1","1155","0","0"
"8946","9","0","-1","-1","1155","0","0"
"8947","9","0","-1","-1","1155","0","0"
"8948","0","5","-1","-1","17880","0","0"
"8949","0","2","-1","3","17882","0","0"
"8950","0","5","-1","-1","6342","0","0"
"8951","0","2","-1","3","17883","0","0"
"8952","0","5","-1","-1","4112","0","0"
"8953","0","5","-1","-1","17881","0","0"
"8954","9","0","-1","-1","1143","0","0"
"8955","9","0","-1","-1","1143","0","0"
"8956","0","8","-1","3","2351","0","0"
"8957","0","5","-1","-1","24718","0","0"
"8958","9","0","-1","-1","1143","0","0"
"8959","7","8","-1","-1","24718","0","0"
"8960","9","0","-1","-1","1143","0","0"
"8961","9","0","-1","-1","1143","0","0"
"8962","9","0","-1","-1","1143","0","0"
"8963","9","0","-1","-1","1143","0","0"
"8964","9","0","-1","-1","1143","0","0"
"8965","9","0","-1","-1","1143","0","0"
"8966","9","0","-1","-1","1143","0","0"
"8967","9","0","-1","-1","1143","0","0"
"8968","9","0","-1","-1","1143","0","0"
"8969","9","0","-1","-1","1143","0","0"
"8970","9","0","-1","-1","1143","0","0"
"8971","9","0","-1","-1","1143","0","0"
"8972","9","0","-1","-1","1143","0","0"
"8973","12","0","-1","-1","7373","0","0"
"8974","9","0","-1","-1","1143","0","0"
"8975","9","0","-1","-1","1143","0","0"
"8976","9","0","-1","-1","1143","0","0"
"8977","9","0","-1","-1","1143","0","0"
"8978","9","0","-1","-1","1143","0","0"
"8979","9","0","-1","-1","1143","0","0"
"8980","9","0","-1","-1","1143","0","0"
"8981","9","0","-1","-1","1143","0","0"
"8982","9","0","-1","-1","1143","0","0"
"8983","9","0","-1","-1","1143","0","0"
"8984","0","8","-1","3","13707","0","0"
"8985","0","8","-1","3","13707","0","0"
"8986","9","0","-1","-1","1143","0","0"
"8987","9","0","-1","-1","1143","0","0"
"8988","9","0","-1","-1","1143","0","0"
"8989","9","0","-1","-1","1143","0","0"
"8990","9","0","-1","-1","1143","0","0"
"8991","9","0","-1","-1","1143","0","0"
"8992","9","0","-1","-1","1143","0","0"
"8993","9","0","-1","-1","1143","0","0"
"8994","9","0","-1","-1","1143","0","0"
"8995","9","0","-1","-1","1143","0","0"
"8996","9","0","-1","-1","1143","0","0"
"8997","9","0","-1","-1","1143","0","0"
"8998","9","0","-1","-1","1143","0","0"
"8999","9","0","-1","-1","1143","0","0"
"9000","9","0","-1","-1","1143","0","0"
"9001","9","0","-1","-1","1143","0","0"
"9002","9","0","-1","-1","1143","0","0"
"9003","9","0","-1","-1","1143","0","0"
"9004","9","0","-1","-1","1143","0","0"
"9005","9","0","-1","-1","1143","0","0"
"9006","9","0","-1","-1","1143","0","0"
"9007","9","0","-1","-1","1143","0","0"
"9008","9","0","-1","-1","1143","0","0"
"9009","9","0","-1","-1","1143","0","0"
"9010","9","0","-1","-1","1143","0","0"
"9011","9","0","-1","-1","1143","0","0"
"9012","9","0","-1","-1","1143","0","0"
"9013","9","0","-1","-1","1143","0","0"
"9014","9","0","-1","-1","1143","0","0"
"9015","9","0","-1","-1","1143","0","0"
"9016","9","0","-1","-1","1143","0","0"
"9017","9","0","-1","-1","1143","0","0"
"9018","9","0","-1","-1","1143","0","0"
"9019","9","0","-1","-1","1143","0","0"
"9020","9","0","-1","-1","1143","0","0"
"9021","9","0","-1","-1","1143","0","0"
"9022","9","0","-1","-1","1143","0","0"
"9023","9","0","-1","-1","1143","0","0"
"9024","9","0","-1","-1","1143","0","0"
"9025","9","0","-1","-1","1143","0","0"
"9026","9","0","-1","-1","1143","0","0"
"9027","9","0","-1","-1","1143","0","0"
"9028","9","0","-1","-1","1143","0","0"
"9029","9","0","-1","-1","1143","0","0"
"9030","0","1","-1","3","926","0","0"
"9031","9","0","-1","-1","1143","0","0"
"9032","9","0","-1","-1","1143","0","0"
"9033","9","0","-1","-1","1143","0","0"
"9034","9","0","-1","-1","1143","0","0"
"9035","9","0","-1","-1","1143","0","0"
"9036","0","1","-1","3","1215","0","0"
"9037","9","0","-1","-1","5563","0","0"
"9038","9","0","-1","-1","5563","0","0"
