id	kind	reference	status	issue	source_manifest	schema_evidence	values_evidence	relations_evidence	runtime_evidence	notes
client:SpellCategories.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellCategories.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellCategory.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellCategory.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellClassOptions.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellClassOptions.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellCooldowns.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellCooldowns.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellDifficulty.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellDifficulty.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellDuration.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellDuration.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellEffect.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellEffect.dbc	unassessed	#57	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellEquippedItems.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellEquippedItems.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellFocusObject.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellFocusObject.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellInterrupts.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellInterrupts.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellItemEnchantment.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellItemEnchantment.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellItemEnchantmentCondition.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellItemEnchantmentCondition.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellLevels.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellLevels.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellPower.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellPower.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellRadius.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellRadius.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellRange.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellRange.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellReagents.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellReagents.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellRuneCost.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellRuneCost.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellScaling.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellScaling.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellShapeshift.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellShapeshift.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellShapeshiftForm.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellShapeshiftForm.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellTargetRestrictions.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellTargetRestrictions.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellTotems.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellTotems.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellVisual.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellVisual.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SpellVisualKit.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SpellVisualKit.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:SummonProperties.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#SummonProperties.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:Talent.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#Talent.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:TalentTab.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#TalentTab.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:TalentTreePrimarySpells.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#TalentTreePrimarySpells.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:TaxiNodes.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#TaxiNodes.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:TaxiPath.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#TaxiPath.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:TaxiPathNode.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#TaxiPathNode.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:TotemCategory.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#TotemCategory.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:TransportAnimation.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#TransportAnimation.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:TransportRotation.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#TransportRotation.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:UnitPowerBar.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#UnitPowerBar.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:Vehicle.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#Vehicle.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:VehicleSeat.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#VehicleSeat.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:WMOAreaTable.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#WMOAreaTable.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:WorldMapArea.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#WorldMapArea.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:WorldMapOverlay.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#WorldMapOverlay.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:WorldSafeLocs.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#WorldSafeLocs.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtBarberShopCostBase.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtBarberShopCostBase.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtChanceToMeleeCrit.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtChanceToMeleeCrit.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtChanceToMeleeCritBase.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtChanceToMeleeCritBase.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtChanceToSpellCrit.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtChanceToSpellCrit.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtChanceToSpellCritBase.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtChanceToSpellCritBase.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtCombatRatings.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtCombatRatings.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtNPCManaCostScaler.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtNPCManaCostScaler.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtOCTBaseHPByClass.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtOCTBaseHPByClass.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtOCTBaseMPByClass.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtOCTBaseMPByClass.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtOCTClassCombatRatingScalar.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtOCTClassCombatRatingScalar.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtOCTHpPerStamina.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtOCTHpPerStamina.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtRegenMPPerSpt.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtRegenMPPerSpt.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
client:gtSpellScaling.dbc	dbc	c699217775d90794158422387b07a917e161b582:src/server/game/DataStores/DBCStores.cpp#gtSpellScaling.dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
content:coverage	record-inventory	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql	blocked	-	-	-	-	-	-	Generate per-zone/quest/chain/spawn/loot/encounter records after content source is pinned; schema counts cannot prove content parity.
content:hotfix-release	content	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql	blocked	-	-	-	-	-	-	Pinned SQL has schemas but no hotfix rows; pin a compatible source and its build/locale coverage.
content:world-release	content	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql	blocked	#57	-	-	-	-	-	Pinned SQL has schemas but no world rows; select and hash a compatible world-content release and update chain.
sql:auth.account	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#account	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.account_access	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#account_access	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.account_banned	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#account_banned	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.account_muted	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#account_muted	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.autobroadcast	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#autobroadcast	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.build_auth_key	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#build_auth_key	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.build_executable_hash	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#build_executable_hash	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.build_info	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#build_info	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.ip_banned	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#ip_banned	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.logs	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#logs	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.logs_ip_actions	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#logs_ip_actions	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.rbac_account_permissions	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#rbac_account_permissions	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.rbac_default_permissions	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#rbac_default_permissions	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.rbac_linked_permissions	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#rbac_linked_permissions	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.rbac_permissions	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#rbac_permissions	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.realmcharacters	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#realmcharacters	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.realmlist	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#realmlist	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.secret_digest	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#secret_digest	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.updates	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#updates	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.updates_include	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#updates_include	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:auth.uptime	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/auth_database.sql#uptime	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.account_data	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#account_data	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.account_instance_times	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#account_instance_times	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.account_tutorial	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#account_tutorial	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.addons	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#addons	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.arena_team	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#arena_team	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.arena_team_member	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#arena_team_member	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.auctionbidders	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#auctionbidders	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.auctionhouse	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#auctionhouse	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.banned_addons	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#banned_addons	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.battleground_deserters	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#battleground_deserters	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.bugreport	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#bugreport	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.calendar_events	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#calendar_events	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.calendar_invites	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#calendar_invites	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.channels	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#channels	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_account_data	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_account_data	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_achievement	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_achievement	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_achievement_progress	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_achievement_progress	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_action	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_action	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_archaeology_completed	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_archaeology_completed	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_archaeology_projects	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_archaeology_projects	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_archaeology_sites	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_archaeology_sites	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_arena_stats	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_arena_stats	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_aura	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_aura	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_banned	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_banned	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_battleground_data	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_battleground_data	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_battleground_random	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_battleground_random	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_cuf_profiles	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_cuf_profiles	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_currency	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_currency	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_declinedname	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_declinedname	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_equipmentsets	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_equipmentsets	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_fishingsteps	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_fishingsteps	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_gifts	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_gifts	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_glyphs	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_glyphs	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_homebind	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_homebind	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_instance	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_instance	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_inventory	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_inventory	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_pet	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_pet	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_pet_declinedname	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_pet_declinedname	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_queststatus	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_queststatus	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_queststatus_daily	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_queststatus_daily	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_queststatus_monthly	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_queststatus_monthly	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_queststatus_rewarded	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_queststatus_rewarded	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_queststatus_seasonal	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_queststatus_seasonal	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_queststatus_weekly	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_queststatus_weekly	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_reputation	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_reputation	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_rewardstatus_lfg	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_rewardstatus_lfg	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_skills	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_skills	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_social	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_social	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
